county,precinct,office,district,candidate,party,votes,,,,,,,,,,,,,
Wayne,Wayne41,U.S. Senate,,Jay Rockefeller,DEM,185,,,,,,,,,,,,,
Wayne,Wayne42,U.S. Senate,,Jay Rockefeller,DEM,165,,,,,,,,,,,,,
Wayne,Wayne45,U.S. Senate,,Jay Rockefeller,DEM,218,,,,,,,,,,,,,
Wayne,Wayne48,U.S. Senate,,Jay Rockefeller,DEM,334,,,,,,,,,,,,,
Wayne,Wayne49,U.S. Senate,,Jay Rockefeller,DEM,412,,,,,,,,,,,,,
Wayne,Wayne50,U.S. Senate,,Jay Rockefeller,DEM,307,,,,,,,,,,,,,
Wayne,Wayne51,U.S. Senate,,Jay Rockefeller,DEM,339,,,,,,,,,,,,,
Wayne,Wayne52,U.S. Senate,,Jay Rockefeller,DEM,161,,,,,,,,,,,,,
Wayne,Wayne53,U.S. Senate,,Jay Rockefeller,DEM,294,,,,,,,,,,,,,
Wayne,Wayne54,U.S. Senate,,Jay Rockefeller,DEM,258,,,,,,,,,,,,,
Wayne,Wayne56,U.S. Senate,,Jay Rockefeller,DEM,419,,,,,,,,,,,,,
Wayne,Wayne57,U.S. Senate,,Jay Rockefeller,DEM,244,,,,,,,,,,,,,
Wayne,Wayne59 Hunt,U.S. Senate,,Jay Rockefeller,DEM,256,,,,,,,,,,,,,
Wayne,Wayne60 Hunt,U.S. Senate,,Jay Rockefeller,DEM,269,,,,,,,,,,,,,
Wayne,Wayne61 Hunt,U.S. Senate,,Jay Rockefeller,DEM,241,,,,,,,,,,,,,
Wayne,Wayne62,U.S. Senate,,Jay Rockefeller,DEM,354,,,,,,,,,,,,,
Wayne,Wayne63 Hunt,U.S. Senate,,Jay Rockefeller,DEM,194,,,,,,,,,,,,,
Wayne,,U.S. Senate,,Jay Rockefeller,DEM,9450,,,,,,,,,,,,,
Wayne,Wayne01,U.S. Senate,,Jay Wolfe,REP,180,,,,,,,,,,,,,
Wayne,Wayne03,U.S. Senate,,Jay Wolfe,REP,122,,,,,,,,,,,,,
Wayne,Wayne05,U.S. Senate,,Jay Wolfe,REP,151,,,,,,,,,,,,,
Wayne,Wayne06,U.S. Senate,,Jay Wolfe,REP,80,,,,,,,,,,,,,
Wayne,Wayne11,U.S. Senate,,Jay Wolfe,REP,103,,,,,,,,,,,,,
Wayne,Wayne12,U.S. Senate,,Jay Wolfe,REP,130,,,,,,,,,,,,,
Wayne,Wayne13,U.S. Senate,,Jay Wolfe,REP,151,,,,,,,,,,,,,
Wayne,Wayne14,U.S. Senate,,Jay Wolfe,REP,282,,,,,,,,,,,,,
Wayne,Wayne16,U.S. Senate,,Jay Wolfe,REP,95,,,,,,,,,,,,,
Wayne,Wayne17,U.S. Senate,,Jay Wolfe,REP,187,,,,,,,,,,,,,
Wayne,Wayne18,U.S. Senate,,Jay Wolfe,REP,158,,,,,,,,,,,,,
Wayne,Wayne19,U.S. Senate,,Jay Wolfe,REP,233,,,,,,,,,,,,,
Wayne,Wayne20,U.S. Senate,,Jay Wolfe,REP,128,,,,,,,,,,,,,
Wayne,Wayne21,U.S. Senate,,Jay Wolfe,REP,102,,,,,,,,,,,,,
Wayne,Wayne22,U.S. Senate,,Jay Wolfe,REP,146,,,,,,,,,,,,,
Wayne,Wayne30,U.S. Senate,,Jay Wolfe,REP,96,,,,,,,,,,,,,
Wayne,Wayne31,U.S. Senate,,Jay Wolfe,REP,101,,,,,,,,,,,,,
Wayne,Wayne34,U.S. Senate,,Jay Wolfe,REP,97,,,,,,,,,,,,,
Wayne,Wayne36,U.S. Senate,,Jay Wolfe,REP,122,,,,,,,,,,,,,
Wayne,Wayne37,U.S. Senate,,Jay Wolfe,REP,142,,,,,,,,,,,,,
Wayne,Wayne41,U.S. Senate,,Jay Wolfe,REP,60,,,,,,,,,,,,,
Wayne,Wayne42,U.S. Senate,,Jay Wolfe,REP,41,,,,,,,,,,,,,
Wayne,Wayne45,U.S. Senate,,Jay Wolfe,REP,67,,,,,,,,,,,,,
Wayne,Wayne48,U.S. Senate,,Jay Wolfe,REP,228,,,,,,,,,,,,,
Wayne,Wayne49,U.S. Senate,,Jay Wolfe,REP,255,,,,,,,,,,,,,
Wayne,Wayne50,U.S. Senate,,Jay Wolfe,REP,172,,,,,,,,,,,,,
Wayne,Wayne51,U.S. Senate,,Jay Wolfe,REP,149,,,,,,,,,,,,,
Wayne,Wayne52,U.S. Senate,,Jay Wolfe,REP,69,,,,,,,,,,,,,
Wayne,Wayne53,U.S. Senate,,Jay Wolfe,REP,182,,,,,,,,,,,,,
Wayne,Wayne54,U.S. Senate,,Jay Wolfe,REP,120,,,,,,,,,,,,,
Wayne,Wayne56,U.S. Senate,,Jay Wolfe,REP,254,,,,,,,,,,,,,
Wayne,Wayne57,U.S. Senate,,Jay Wolfe,REP,148,,,,,,,,,,,,,
Wayne,Wayne59 Hunt,U.S. Senate,,Jay Wolfe,REP,166,,,,,,,,,,,,,
Wayne,Wayne60 Hunt,U.S. Senate,,Jay Wolfe,REP,178,,,,,,,,,,,,,
Wayne,Wayne61 Hunt,U.S. Senate,,Jay Wolfe,REP,141,,,,,,,,,,,,,
Wayne,Wayne62,U.S. Senate,,Jay Wolfe,REP,272,,,,,,,,,,,,,
Wayne,Wayne63 Hunt,U.S. Senate,,Jay Wolfe,REP,129,,,,,,,,,,,,,
Wayne,,U.S. Senate,,Jay Wolfe,REP,5437,,,,,,,,,,,,,
Wayne,Wayne01,U.S. Senate,,Write-ins,,1,,,,,,,,,,,,,
Wayne,Wayne03,U.S. Senate,,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne05,U.S. Senate,,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne06,U.S. Senate,,Write-ins,,1,,,,,,,,,,,,,
Wayne,Wayne11,U.S. Senate,,Write-ins,,1,,,,,,,,,,,,,
Wayne,Wayne12,U.S. Senate,,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne13,U.S. Senate,,Write-ins,,1,,,,,,,,,,,,,
Wayne,Wayne14,U.S. Senate,,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne16,U.S. Senate,,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne17,U.S. Senate,,Write-ins,,4,,,,,,,,,,,,,
Wayne,Wayne18,U.S. Senate,,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne19,U.S. Senate,,Write-ins,,1,,,,,,,,,,,,,
Wayne,Wayne20,U.S. Senate,,Write-ins,,1,,,,,,,,,,,,,
Wayne,Wayne21,U.S. Senate,,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne22,U.S. Senate,,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne30,U.S. Senate,,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne31,U.S. Senate,,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne34,U.S. Senate,,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne36,U.S. Senate,,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne37,U.S. Senate,,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne41,U.S. Senate,,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne42,U.S. Senate,,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne45,U.S. Senate,,Write-ins,,1,,,,,,,,,,,,,
Wayne,Wayne48,U.S. Senate,,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne49,U.S. Senate,,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne50,U.S. Senate,,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne51,U.S. Senate,,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne52,U.S. Senate,,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne53,U.S. Senate,,Write-ins,,2,,,,,,,,,,,,,
Wayne,Wayne54,U.S. Senate,,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne56,U.S. Senate,,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne57,U.S. Senate,,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne59 Hunt,U.S. Senate,,Write-ins,,1,,,,,,,,,,,,,
Wayne,Wayne60 Hunt,U.S. Senate,,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne61 Hunt,U.S. Senate,,Write-ins,,1,,,,,,,,,,,,,
Wayne,Wayne62,U.S. Senate,,Write-ins,,1,,,,,,,,,,,,,
Wayne,Wayne63 Hunt,U.S. Senate,,Write-ins,,0,,,,,,,,,,,,,
Wayne,,U.S. Senate,,Write-ins,,16,,,,,,,,,,,,,
Wayne,Wayne01,Voters,,Registered,,1198,,,,,,,,,,,,,
Wayne,Wayne03,Voters,,Registered,,665,,,,,,,,,,,,,
Wayne,Wayne05,Voters,,Registered,,897,,,,,,,,,,,,,
Wayne,Wayne06,Voters,,Registered,,761,,,,,,,,,,,,,
Wayne,Wayne11,Voters,,Registered,,537,,,,,,,,,,,,,
Wayne,Wayne12,Voters,,Registered,,578,,,,,,,,,,,,,
Wayne,Wayne13,Voters,,Registered,,926,,,,,,,,,,,,,
Wayne,Wayne14,Voters,,Registered,,1168,,,,,,,,,,,,,
Wayne,Wayne16,Voters,,Registered,,436,,,,,,,,,,,,,
Wayne,Wayne17,Voters,,Registered,,664,,,,,,,,,,,,,
Wayne,Wayne18,Voters,,Registered,,634,,,,,,,,,,,,,
Wayne,Wayne19,Voters,,Registered,,1072,,,,,,,,,,,,,
Wayne,Wayne20,Voters,,Registered,,806,,,,,,,,,,,,,
Wayne,Wayne21,Voters,,Registered,,537,,,,,,,,,,,,,
Wayne,Wayne22,Voters,,Registered,,575,,,,,,,,,,,,,
Wayne,Wayne30,Voters,,Registered,,593,,,,,,,,,,,,,
Wayne,Wayne31,Voters,,Registered,,649,,,,,,,,,,,,,
Wayne,Wayne34,Voters,,Registered,,888,,,,,,,,,,,,,
Wayne,Wayne36,Voters,,Registered,,839,,,,,,,,,,,,,
Wayne,Wayne37,Voters,,Registered,,892,,,,,,,,,,,,,
Wayne,Wayne41,Voters,,Registered,,636,,,,,,,,,,,,,
Wayne,Wayne42,Voters,,Registered,,474,,,,,,,,,,,,,
Wayne,Wayne45,Voters,,Registered,,649,,,,,,,,,,,,,
Wayne,Wayne48,Voters,,Registered,,990,,,,,,,,,,,,,
Wayne,Wayne49,Voters,,Registered,,1083,,,,,,,,,,,,,
Wayne,Wayne50,Voters,,Registered,,858,,,,,,,,,,,,,
Wayne,Wayne51,Voters,,Registered,,1144,,,,,,,,,,,,,
Wayne,Wayne52,Voters,,Registered,,505,,,,,,,,,,,,,
Wayne,Wayne53,Voters,,Registered,,841,,,,,,,,,,,,,
Wayne,Wayne54,Voters,,Registered,,714,,,,,,,,,,,,,
Wayne,Wayne56,Voters,,Registered,,1204,,,,,,,,,,,,,
Wayne,Wayne57,Voters,,Registered,,641,,,,,,,,,,,,,
Wayne,Wayne59 Hunt,Voters,,Registered,,791,,,,,,,,,,,,,
Wayne,Wayne60 Hunt,Voters,,Registered,,776,,,,,,,,,,,,,
Wayne,Wayne61 Hunt,Voters,,Registered,,610,,,,,,,,,,,,,
Wayne,Wayne62,Voters,,Registered,,1085,,,,,,,,,,,,,
Wayne,Wayne63 Hunt,Voters,,Registered,,540,,,,,,,,,,,,,
Wayne,,Voters,,Registered,,28856,,,,,,,,,,,,,
Wayne,Wayne01,Voters,,Ballots,,584,,,,,,,,,,,,,
Wayne,Wayne03,Voters,,Ballots,,374,,,,,,,,,,,,,
Wayne,Wayne05,Voters,,Ballots,,478,,,,,,,,,,,,,
Wayne,Wayne06,Voters,,Ballots,,251,,,,,,,,,,,,,
Wayne,Wayne11,Voters,,Ballots,,298,,,,,,,,,,,,,
Wayne,Wayne12,Voters,,Ballots,,351,,,,,,,,,,,,,
Wayne,Wayne13,Voters,,Ballots,,489,,,,,,,,,,,,,
Wayne,Wayne14,Voters,,Ballots,,734,,,,,,,,,,,,,
Wayne,Wayne16,Voters,,Ballots,,293,,,,,,,,,,,,,
Wayne,Wayne17,Voters,,Ballots,,434,,,,,,,,,,,,,
Wayne,Wayne18,Voters,,Ballots,,410,,,,,,,,,,,,,
Wayne,Wayne19,Voters,,Ballots,,608,,,,,,,,,,,,,
Wayne,Wayne20,Voters,,Ballots,,454,,,,,,,,,,,,,
Wayne,Wayne21,Voters,,Ballots,,332,,,,,,,,,,,,,
Wayne,Wayne22,Voters,,Ballots,,381,,,,,,,,,,,,,
Wayne,Wayne30,Voters,,Ballots,,296,,,,,,,,,,,,,
Wayne,Wayne31,Voters,,Ballots,,302,,,,,,,,,,,,,
Wayne,Wayne34,Voters,,Ballots,,357,,,,,,,,,,,,,
Wayne,Wayne36,Voters,,Ballots,,401,,,,,,,,,,,,,
Wayne,Wayne37,Voters,,Ballots,,389,,,,,,,,,,,,,
Wayne,Wayne41,Voters,,Ballots,,272,,,,,,,,,,,,,
Wayne,Wayne42,Voters,,Ballots,,229,,,,,,,,,,,,,
Wayne,Wayne45,Voters,,Ballots,,326,,,,,,,,,,,,,
Wayne,Wayne48,Voters,,Ballots,,597,,,,,,,,,,,,,
Wayne,Wayne49,Voters,,Ballots,,720,,,,,,,,,,,,,
Wayne,Wayne50,Voters,,Ballots,,511,,,,,,,,,,,,,
Wayne,Wayne51,Voters,,Ballots,,525,,,,,,,,,,,,,
Wayne,Wayne52,Voters,,Ballots,,248,,,,,,,,,,,,,
Wayne,Wayne53,Voters,,Ballots,,515,,,,,,,,,,,,,
Wayne,Wayne54,Voters,,Ballots,,425,,,,,,,,,,,,,
Wayne,Wayne56,Voters,,Ballots,,714,,,,,,,,,,,,,
Wayne,Wayne57,Voters,,Ballots,,416,,,,,,,,,,,,,
Wayne,Wayne59 Hunt,Voters,,Ballots,,450,,,,,,,,,,,,,
Wayne,Wayne60 Hunt,Voters,,Ballots,,476,,,,,,,,,,,,,
Wayne,Wayne61 Hunt,Voters,,Ballots,,401,,,,,,,,,,,,,
Wayne,Wayne62,Voters,,Ballots,,665,,,,,,,,,,,,,
Wayne,Wayne63 Hunt,Voters,,Ballots,,338,,,,,,,,,,,,,
Wayne,,Voters,,Ballots,,16044,,,,,,,,,,,,,
